a : 979.0000, 0 -> 2
b : 831.0000, 0 -> 2
c : 469.0000, 0 -> 1
d : -486.0000, 0 -> 1
a : 222.0000, 1 -> 3
b : 283.0000, 1 -> 0
c : 907.0000, 1 -> 3
d : -59.0000, 1 -> 0
a : 218.0000, 2 -> 0
b : 391.0000, 2 -> 2
c : -456.0000, 2 -> 1
d : 238.0000, 2 -> 3
a : 127.0000, 3 -> 1
b : -833.0000, 3 -> 2
c : -75.0000, 3 -> 2
d : -450.0000, 3 -> 0
c : -996.0000, 0 -> 0
a : -232.0000, 0 -> 2
a : 905.0000, 1 -> 2
c : -853.0000, 1 -> 0
b : -895.0000, 2 -> 3
a : -631.0000, 2 -> 3
b : -532.0000, 3 -> 1
d : -518.0000, 3 -> 2
