a : -9.0000, 0 -> 2
b : -226.0000, 0 -> 0
c : 376.0000, 0 -> 3
d : -670.0000, 0 -> 1
a : -739.0000, 1 -> 3
b : 796.0000, 1 -> 2
c : -521.0000, 1 -> 1
d : 23.0000, 1 -> 0
a : 475.0000, 2 -> 0
b : 422.0000, 2 -> 3
c : -927.0000, 2 -> 3
d : 946.0000, 2 -> 1
a : 450.0000, 3 -> 3
b : -557.0000, 3 -> 3
c : 185.0000, 3 -> 1
d : 645.0000, 3 -> 0
c : 614.0000, 0 -> 2
b : -608.0000, 0 -> 0
d : 231.0000, 1 -> 2
b : -277.0000, 1 -> 2
b : 709.0000, 2 -> 1
d : -124.0000, 2 -> 2
c : -737.0000, 3 -> 0
c : -608.0000, 3 -> 1
