a : 177.0000, 0 -> 2
b : 840.0000, 0 -> 1
c : -327.0000, 0 -> 1
d : -716.0000, 0 -> 1
a : 126.0000, 1 -> 3
b : 837.0000, 1 -> 1
c : -178.0000, 1 -> 0
d : 379.0000, 1 -> 3
a : 780.0000, 2 -> 1
b : -325.0000, 2 -> 1
c : -387.0000, 2 -> 3
d : 235.0000, 2 -> 3
a : 793.0000, 3 -> 2
b : 245.0000, 3 -> 1
c : 474.0000, 3 -> 3
d : -282.0000, 3 -> 1
a : -824.0000, 0 -> 2
b : 508.0000, 0 -> 3
c : 663.0000, 1 -> 2
c : 198.0000, 1 -> 2
d : -523.0000, 2 -> 0
b : -76.0000, 2 -> 3
b : -3.0000, 3 -> 1
d : -278.0000, 3 -> 1
