a : 713.0000, 0 -> 6
b : -689.0000, 0 -> 7
a : -12.0000, 1 -> 5
b : -270.0000, 1 -> 1
a : 511.0000, 2 -> 5
b : -770.0000, 2 -> 1
a : 174.0000, 3 -> 1
b : 322.0000, 3 -> 1
a : -455.0000, 4 -> 5
b : 80.0000, 4 -> 7
a : 384.0000, 5 -> 7
b : -308.0000, 5 -> 4
a : 799.0000, 6 -> 7
b : -670.0000, 6 -> 2
a : -573.0000, 7 -> 6
b : 522.0000, 7 -> 0
b : -307.0000, 0 -> 6
a : -899.0000, 1 -> 7
a : -128.0000, 2 -> 7
a : 443.0000, 3 -> 2
b : 286.0000, 4 -> 3
a : 80.0000, 5 -> 7
a : -185.0000, 6 -> 0
a : -928.0000, 7 -> 3
