a : 545.0000, 0 -> 3
b : 552.0000, 0 -> 6
a : 2.0000, 1 -> 7
b : 382.0000, 1 -> 1
a : -806.0000, 2 -> 1
b : 157.0000, 2 -> 2
a : 242.0000, 3 -> 1
b : 464.0000, 3 -> 6
a : -124.0000, 4 -> 4
b : 355.0000, 4 -> 1
a : 370.0000, 5 -> 1
b : 500.0000, 5 -> 5
a : 780.0000, 6 -> 2
b : 757.0000, 6 -> 2
a : 881.0000, 7 -> 4
b : 376.0000, 7 -> 0
b : 469.0000, 0 -> 7
b : 473.0000, 1 -> 7
a : 576.0000, 2 -> 0
a : -649.0000, 3 -> 4
a : 698.0000, 4 -> 2
a : 374.0000, 5 -> 4
a : -818.0000, 6 -> 1
a : -159.0000, 7 -> 2
b : 76.0000, 3 -> 5
