a : 225.0000, 0 -> 7
b : -831.0000, 0 -> 6
a : -840.0000, 1 -> 4
b : -43.0000, 1 -> 7
a : -356.0000, 2 -> 1
b : -441.0000, 2 -> 0
a : 707.0000, 3 -> 7
b : -878.0000, 3 -> 2
a : -529.0000, 4 -> 4
b : -145.0000, 4 -> 3
a : -868.0000, 5 -> 4
b : 87.0000, 5 -> 6
a : 394.0000, 6 -> 2
b : 423.0000, 6 -> 7
a : 73.0000, 7 -> 4
b : -9.0000, 7 -> 7
b : 692.0000, 0 -> 2
a : -152.0000, 1 -> 4
b : 315.0000, 2 -> 2
b : -272.0000, 3 -> 2
a : 699.0000, 4 -> 5
b : 101.0000, 5 -> 4
b : 822.0000, 6 -> 4
b : -519.0000, 7 -> 3
