a : -552.0000, 0 -> 1
b : -279.0000, 0 -> 1
c : 59.0000, 0 -> 3
d : 238.0000, 0 -> 2
a : -287.0000, 1 -> 3
b : -649.0000, 1 -> 3
c : 457.0000, 1 -> 2
d : 423.0000, 1 -> 1
a : 293.0000, 2 -> 2
b : 435.0000, 2 -> 0
c : 828.0000, 2 -> 3
d : 528.0000, 2 -> 2
a : -919.0000, 3 -> 0
b : 262.0000, 3 -> 1
c : 776.0000, 3 -> 0
d : -918.0000, 3 -> 1
c : -539.0000, 0 -> 3
c : 678.0000, 0 -> 0
a : -604.0000, 1 -> 0
b : -444.0000, 1 -> 2
b : -652.0000, 2 -> 2
b : -639.0000, 2 -> 3
c : 119.0000, 3 -> 2
a : 809.0000, 3 -> 0
