a : 311.0000, 0 -> 2
b : -782.0000, 0 -> 1
c : 258.0000, 0 -> 0
d : -156.0000, 0 -> 7
a : 309.0000, 1 -> 0
b : 49.0000, 1 -> 1
c : 145.0000, 1 -> 3
d : 770.0000, 1 -> 3
a : -139.0000, 2 -> 7
b : -603.0000, 2 -> 5
c : 379.0000, 2 -> 6
d : -404.0000, 2 -> 1
a : -83.0000, 3 -> 4
b : -806.0000, 3 -> 6
c : 788.0000, 3 -> 4
d : -648.0000, 3 -> 7
a : 763.0000, 4 -> 3
b : -404.0000, 4 -> 0
c : -598.0000, 4 -> 1
d : 288.0000, 4 -> 5
a : 193.0000, 5 -> 6
b : -231.0000, 5 -> 0
c : -364.0000, 5 -> 0
d : 897.0000, 5 -> 5
a : -124.0000, 6 -> 7
b : -899.0000, 6 -> 5
c : 393.0000, 6 -> 7
d : 636.0000, 6 -> 6
a : -26.0000, 7 -> 3
b : -64.0000, 7 -> 3
c : -371.0000, 7 -> 6
d : 677.0000, 7 -> 2
c : 311.0000, 0 -> 4
d : -570.0000, 0 -> 4
a : 925.0000, 1 -> 2
b : -35.0000, 1 -> 1
b : -348.0000, 2 -> 2
c : -506.0000, 2 -> 7
a : 148.0000, 3 -> 4
b : 434.0000, 3 -> 1
d : -652.0000, 4 -> 6
a : -801.0000, 4 -> 1
d : 562.0000, 5 -> 6
a : 904.0000, 5 -> 4
a : 805.0000, 6 -> 3
b : 146.0000, 6 -> 3
b : -208.0000, 7 -> 4
b : -482.0000, 7 -> 2
