a : -256.0000, 0 -> 0
b : 426.0000, 0 -> 0
c : -469.0000, 0 -> 0
d : -156.0000, 0 -> 0
a : 594.0000, 1 -> 3
b : -70.0000, 1 -> 2
c : -805.0000, 1 -> 0
d : 259.0000, 1 -> 1
a : -518.0000, 2 -> 0
b : 816.0000, 2 -> 3
c : 878.0000, 2 -> 1
d : 798.0000, 2 -> 1
a : -793.0000, 3 -> 3
b : 615.0000, 3 -> 0
c : -263.0000, 3 -> 3
d : -581.0000, 3 -> 1
c : -571.0000, 0 -> 2
a : -219.0000, 0 -> 0
c : -714.0000, 1 -> 3
d : -973.0000, 1 -> 0
b : -542.0000, 2 -> 1
b : 185.0000, 2 -> 3
c : 418.0000, 3 -> 0
d : -44.0000, 3 -> 3
