a : -8.0000, 0 -> 2
b : -124.0000, 0 -> 5
a : 541.0000, 1 -> 6
b : 616.0000, 1 -> 1
a : 593.0000, 2 -> 5
b : 863.0000, 2 -> 6
a : 719.0000, 3 -> 0
b : 463.0000, 3 -> 4
a : -974.0000, 4 -> 3
b : 157.0000, 4 -> 5
a : -1000.0000, 5 -> 3
b : -506.0000, 5 -> 5
a : -716.0000, 6 -> 5
b : 495.0000, 6 -> 2
a : 359.0000, 7 -> 3
b : 105.0000, 7 -> 4
a : 842.0000, 0 -> 7
a : -346.0000, 1 -> 2
a : -753.0000, 2 -> 1
b : 678.0000, 3 -> 5
a : 50.0000, 4 -> 7
a : 352.0000, 5 -> 2
b : 118.0000, 6 -> 2
b : -132.0000, 7 -> 5
