a : 974.0000, 0 -> 4
b : 811.0000, 0 -> 5
a : -953.0000, 1 -> 0
b : 40.0000, 1 -> 5
a : 484.0000, 2 -> 7
b : -505.0000, 2 -> 4
a : -540.0000, 3 -> 7
b : -433.0000, 3 -> 5
a : -218.0000, 4 -> 5
b : -881.0000, 4 -> 2
a : -870.0000, 5 -> 7
b : 438.0000, 5 -> 1
a : -323.0000, 6 -> 6
b : 775.0000, 6 -> 0
a : -237.0000, 7 -> 0
b : -782.0000, 7 -> 1
a : 373.0000, 0 -> 7
b : -932.0000, 1 -> 5
a : -215.0000, 2 -> 3
a : -19.0000, 3 -> 7
b : -1000.0000, 4 -> 6
a : 911.0000, 5 -> 1
b : 723.0000, 6 -> 6
a : 802.0000, 7 -> 1
