a : 796.0000, 0 -> 2
b : -282.0000, 0 -> 2
c : 369.0000, 0 -> 3
d : 806.0000, 0 -> 3
a : -894.0000, 1 -> 1
b : 469.0000, 1 -> 0
c : 904.0000, 1 -> 2
d : -915.0000, 1 -> 3
a : 967.0000, 2 -> 3
b : 981.0000, 2 -> 1
c : -942.0000, 2 -> 3
d : -392.0000, 2 -> 0
a : -50.0000, 3 -> 0
b : 224.0000, 3 -> 0
c : 83.0000, 3 -> 3
d : -308.0000, 3 -> 1
d : 91.0000, 0 -> 2
c : 702.0000, 0 -> 1
b : -67.0000, 1 -> 1
b : 706.0000, 1 -> 2
a : -862.0000, 2 -> 1
a : 117.0000, 2 -> 2
d : 60.0000, 3 -> 0
a : -517.0000, 3 -> 2
