a : -211.0000, 0 -> 4
b : 856.0000, 0 -> 1
a : 881.0000, 1 -> 2
b : 542.0000, 1 -> 6
a : -141.0000, 2 -> 5
b : -853.0000, 2 -> 1
a : -354.0000, 3 -> 2
b : 849.0000, 3 -> 3
a : 427.0000, 4 -> 4
b : -445.0000, 4 -> 0
a : 137.0000, 5 -> 2
b : -617.0000, 5 -> 2
a : 120.0000, 6 -> 2
b : 915.0000, 6 -> 0
a : 317.0000, 7 -> 5
b : -17.0000, 7 -> 7
b : -570.0000, 0 -> 2
b : 480.0000, 1 -> 7
b : -435.0000, 2 -> 6
a : 729.0000, 3 -> 4
a : -77.0000, 4 -> 3
b : -680.0000, 5 -> 3
b : 883.0000, 6 -> 5
a : -22.0000, 7 -> 3
