a : -166.0000, 0 -> 4
b : 269.0000, 0 -> 7
c : -511.0000, 0 -> 1
d : 835.0000, 0 -> 1
a : 691.0000, 1 -> 3
b : 365.0000, 1 -> 5
c : -211.0000, 1 -> 2
d : -94.0000, 1 -> 4
a : 418.0000, 2 -> 3
b : 516.0000, 2 -> 0
c : 736.0000, 2 -> 6
d : -445.0000, 2 -> 7
a : -513.0000, 3 -> 3
b : -959.0000, 3 -> 7
c : 929.0000, 3 -> 4
d : -702.0000, 3 -> 0
a : -858.0000, 4 -> 2
b : -358.0000, 4 -> 3
c : -902.0000, 4 -> 4
d : -872.0000, 4 -> 4
a : 871.0000, 5 -> 3
b : -562.0000, 5 -> 0
c : 755.0000, 5 -> 2
d : -751.0000, 5 -> 3
a : -796.0000, 6 -> 2
b : 439.0000, 6 -> 1
c : 909.0000, 6 -> 0
d : -147.0000, 6 -> 6
a : -402.0000, 7 -> 3
b : 315.0000, 7 -> 2
c : -45.0000, 7 -> 0
d : -924.0000, 7 -> 5
a : -799.0000, 0 -> 7
b : 245.0000, 0 -> 7
b : 473.0000, 1 -> 3
c : 17.0000, 1 -> 6
d : -755.0000, 2 -> 2
b : -415.0000, 2 -> 0
a : 235.0000, 3 -> 4
a : 490.0000, 3 -> 3
a : -758.0000, 4 -> 7
b : -434.0000, 4 -> 0
b : -74.0000, 5 -> 5
d : -807.0000, 5 -> 5
c : -678.0000, 6 -> 0
a : 685.0000, 6 -> 5
a : 828.0000, 7 -> 0
b : -337.0000, 7 -> 7
