a : -193.0000, 0 -> 1
b : 300.0000, 0 -> 7
c : -719.0000, 0 -> 2
d : -64.0000, 0 -> 2
a : -44.0000, 1 -> 6
b : 515.0000, 1 -> 3
c : -588.0000, 1 -> 7
d : -48.0000, 1 -> 0
a : 5.0000, 2 -> 5
b : 881.0000, 2 -> 4
c : -306.0000, 2 -> 1
d : 546.0000, 2 -> 7
a : 245.0000, 3 -> 5
b : -817.0000, 3 -> 1
c : 771.0000, 3 -> 7
d : -188.0000, 3 -> 1
a : -755.0000, 4 -> 4
b : 37.0000, 4 -> 0
c : 30.0000, 4 -> 1
d : -33.0000, 4 -> 0
a : 941.0000, 5 -> 0
b : -807.0000, 5 -> 1
c : 270.0000, 5 -> 7
d : 862.0000, 5 -> 2
a : 753.0000, 6 -> 4
b : 410.0000, 6 -> 0
c : 246.0000, 6 -> 5
d : -625.0000, 6 -> 0
a : 266.0000, 7 -> 4
b : -302.0000, 7 -> 2
c : -74.0000, 7 -> 3
d : 406.0000, 7 -> 1
a : 459.0000, 0 -> 3
d : 225.0000, 0 -> 7
a : -698.0000, 1 -> 2
b : 44.0000, 1 -> 2
c : 230.0000, 2 -> 3
d : 726.0000, 2 -> 3
a : 424.0000, 3 -> 2
d : 126.0000, 3 -> 6
c : -517.0000, 4 -> 0
d : 568.0000, 4 -> 5
d : 100.0000, 5 -> 0
d : 310.0000, 5 -> 4
c : -440.0000, 6 -> 5
c : -164.0000, 6 -> 5
c : 73.0000, 7 -> 2
d : 8.0000, 7 -> 7
