a : 656.0000, 0 -> 0
b : -556.0000, 0 -> 2
c : 30.0000, 0 -> 6
d : 289.0000, 0 -> 6
a : -942.0000, 1 -> 6
b : 320.0000, 1 -> 1
c : 882.0000, 1 -> 7
d : -617.0000, 1 -> 4
a : 837.0000, 2 -> 5
b : 696.0000, 2 -> 3
c : 431.0000, 2 -> 5
d : 291.0000, 2 -> 7
a : 733.0000, 3 -> 4
b : 241.0000, 3 -> 1
c : 131.0000, 3 -> 1
d : -830.0000, 3 -> 2
a : -790.0000, 4 -> 4
b : 294.0000, 4 -> 5
c : -230.0000, 4 -> 3
d : -810.0000, 4 -> 3
a : 646.0000, 5 -> 7
b : 267.0000, 5 -> 7
c : -530.0000, 5 -> 4
d : 581.0000, 5 -> 4
a : 501.0000, 6 -> 5
b : -730.0000, 6 -> 0
c : -454.0000, 6 -> 0
d : 330.0000, 6 -> 1
a : -639.0000, 7 -> 3
b : 837.0000, 7 -> 3
c : -529.0000, 7 -> 6
d : -262.0000, 7 -> 4
c : -201.0000, 0 -> 7
d : -355.0000, 0 -> 0
b : 643.0000, 1 -> 3
a : 632.0000, 1 -> 3
b : -86.0000, 2 -> 2
d : -487.0000, 2 -> 1
c : 722.0000, 3 -> 1
b : -522.0000, 3 -> 2
b : 174.0000, 4 -> 1
c : 929.0000, 4 -> 0
c : 680.0000, 5 -> 4
b : 660.0000, 5 -> 0
d : 409.0000, 6 -> 4
a : 133.0000, 6 -> 2
d : -1000.0000, 7 -> 4
d : 621.0000, 7 -> 2
