a : 8.0000, 0 -> 0
b : -716.0000, 0 -> 4
c : -509.0000, 0 -> 0
d : -155.0000, 0 -> 3
a : 145.0000, 1 -> 1
b : -284.0000, 1 -> 2
c : 312.0000, 1 -> 5
d : -375.0000, 1 -> 2
a : 542.0000, 2 -> 4
b : 377.0000, 2 -> 2
c : 133.0000, 2 -> 7
d : -252.0000, 2 -> 5
a : 33.0000, 3 -> 2
b : -815.0000, 3 -> 1
c : -488.0000, 3 -> 6
d : 581.0000, 3 -> 5
a : -622.0000, 4 -> 4
b : -91.0000, 4 -> 1
c : -141.0000, 4 -> 6
d : 669.0000, 4 -> 4
a : 837.0000, 5 -> 6
b : 531.0000, 5 -> 7
c : 515.0000, 5 -> 3
d : 984.0000, 5 -> 3
a : 397.0000, 6 -> 1
b : -341.0000, 6 -> 7
c : -977.0000, 6 -> 1
d : 223.0000, 6 -> 3
a : -174.0000, 7 -> 6
b : 370.0000, 7 -> 4
c : 610.0000, 7 -> 4
d : -242.0000, 7 -> 5
d : -444.0000, 0 -> 1
d : 387.0000, 0 -> 7
c : -625.0000, 1 -> 5
c : 824.0000, 1 -> 6
d : 853.0000, 2 -> 1
b : -685.0000, 2 -> 2
d : 761.0000, 3 -> 7
b : -935.0000, 3 -> 4
a : 682.0000, 4 -> 7
b : 944.0000, 4 -> 5
d : -107.0000, 5 -> 6
a : -407.0000, 5 -> 5
c : -256.0000, 6 -> 1
b : -463.0000, 6 -> 0
a : 643.0000, 7 -> 5
b : 904.0000, 7 -> 4
