a : -42.0000, 0 -> 0
b : -294.0000, 0 -> 1
c : -745.0000, 0 -> 3
d : -41.0000, 0 -> 3
a : -790.0000, 1 -> 1
b : -728.0000, 1 -> 2
c : 492.0000, 1 -> 0
d : 915.0000, 1 -> 2
a : -177.0000, 2 -> 3
b : 290.0000, 2 -> 2
c : -653.0000, 2 -> 2
d : 31.0000, 2 -> 3
a : -278.0000, 3 -> 3
b : -16.0000, 3 -> 1
c : 864.0000, 3 -> 0
d : -579.0000, 3 -> 0
b : 449.0000, 0 -> 0
d : 172.0000, 0 -> 0
a : 858.0000, 1 -> 1
b : 639.0000, 1 -> 0
a : -260.0000, 2 -> 3
a : -242.0000, 2 -> 0
a : -552.0000, 3 -> 0
c : -140.0000, 3 -> 0
