a : -713.0000, 0 -> 1
b : -640.0000, 0 -> 0
a : -783.0000, 1 -> 0
b : -154.0000, 1 -> 6
a : 822.0000, 2 -> 7
b : 327.0000, 2 -> 7
a : -182.0000, 3 -> 7
b : 71.0000, 3 -> 2
a : 947.0000, 4 -> 2
b : 909.0000, 4 -> 7
a : 191.0000, 5 -> 1
b : 140.0000, 5 -> 6
a : -301.0000, 6 -> 5
b : 65.0000, 6 -> 0
a : -21.0000, 7 -> 1
b : -38.0000, 7 -> 7
a : 408.0000, 0 -> 7
a : 445.0000, 1 -> 2
b : 960.0000, 2 -> 5
a : -912.0000, 3 -> 3
a : 27.0000, 4 -> 0
a : 480.0000, 5 -> 6
b : -693.0000, 6 -> 5
b : -411.0000, 7 -> 2
b : -881.0000, 6 -> 4
b : -864.0000, 1 -> 3
