a : 174.0000, 0 -> 3
b : 388.0000, 0 -> 1
c : 119.0000, 0 -> 1
d : -367.0000, 0 -> 3
a : 121.0000, 1 -> 1
b : -839.0000, 1 -> 1
c : 164.0000, 1 -> 2
d : 76.0000, 1 -> 1
a : 556.0000, 2 -> 0
b : 27.0000, 2 -> 3
c : -161.0000, 2 -> 1
d : 680.0000, 2 -> 2
a : 756.0000, 3 -> 3
b : 177.0000, 3 -> 3
c : 858.0000, 3 -> 0
d : -248.0000, 3 -> 3
d : 441.0000, 0 -> 0
c : -73.0000, 0 -> 0
b : 144.0000, 1 -> 2
d : -452.0000, 1 -> 2
b : 355.0000, 2 -> 3
b : -91.0000, 2 -> 2
b : 141.0000, 3 -> 1
b : -583.0000, 3 -> 2
