a : 985.0000, 0 -> 7
b : 612.0000, 0 -> 5
c : -515.0000, 0 -> 6
d : 571.0000, 0 -> 4
a : -573.0000, 1 -> 2
b : -13.0000, 1 -> 4
c : 567.0000, 1 -> 2
d : 255.0000, 1 -> 7
a : 687.0000, 2 -> 6
b : -888.0000, 2 -> 1
c : -398.0000, 2 -> 5
d : -923.0000, 2 -> 2
a : 194.0000, 3 -> 5
b : -623.0000, 3 -> 7
c : 541.0000, 3 -> 5
d : 352.0000, 3 -> 0
a : 735.0000, 4 -> 5
b : -833.0000, 4 -> 3
c : 68.0000, 4 -> 4
d : -509.0000, 4 -> 4
a : 759.0000, 5 -> 3
b : 871.0000, 5 -> 2
c : 50.0000, 5 -> 3
d : 427.0000, 5 -> 5
a : -677.0000, 6 -> 3
b : 872.0000, 6 -> 3
c : -997.0000, 6 -> 1
d : 414.0000, 6 -> 4
a : 217.0000, 7 -> 6
b : -698.0000, 7 -> 1
c : -368.0000, 7 -> 0
d : 416.0000, 7 -> 7
d : -368.0000, 0 -> 4
b : 592.0000, 0 -> 4
b : -981.0000, 1 -> 5
c : 902.0000, 1 -> 2
d : -389.0000, 2 -> 6
c : 206.0000, 2 -> 0
a : -164.0000, 3 -> 2
b : -374.0000, 3 -> 2
b : -370.0000, 4 -> 4
d : -624.0000, 4 -> 1
d : 678.0000, 5 -> 5
a : 893.0000, 5 -> 7
c : 250.0000, 6 -> 0
c : -915.0000, 6 -> 4
a : 691.0000, 7 -> 0
c : 938.0000, 7 -> 6
