a : 857.0000, 0 -> 2
b : -999.0000, 0 -> 2
c : -667.0000, 0 -> 1
d : 461.0000, 0 -> 2
a : 952.0000, 1 -> 2
b : 690.0000, 1 -> 0
c : -744.0000, 1 -> 3
d : -541.0000, 1 -> 1
a : -12.0000, 2 -> 2
b : 93.0000, 2 -> 1
c : -203.0000, 2 -> 1
d : -723.0000, 2 -> 1
a : 369.0000, 3 -> 1
b : -981.0000, 3 -> 1
c : 420.0000, 3 -> 0
d : 344.0000, 3 -> 3
b : 426.0000, 0 -> 0
b : 558.0000, 0 -> 0
d : 312.0000, 1 -> 0
b : 940.0000, 1 -> 2
b : 373.0000, 2 -> 3
d : 991.0000, 2 -> 0
b : -132.0000, 3 -> 2
a : 216.0000, 3 -> 0
