a : 585.0000, 0 -> 0
b : -390.0000, 0 -> 7
c : -968.0000, 0 -> 3
d : -169.0000, 0 -> 1
a : -408.0000, 1 -> 3
b : 141.0000, 1 -> 6
c : 335.0000, 1 -> 4
d : -598.0000, 1 -> 0
a : 0.0000, 2 -> 1
b : -948.0000, 2 -> 1
c : 285.0000, 2 -> 1
d : 57.0000, 2 -> 5
a : 421.0000, 3 -> 4
b : -570.0000, 3 -> 4
c : -226.0000, 3 -> 6
d : 989.0000, 3 -> 2
a : -407.0000, 4 -> 7
b : 696.0000, 4 -> 5
c : 704.0000, 4 -> 4
d : 594.0000, 4 -> 0
a : 136.0000, 5 -> 1
b : -872.0000, 5 -> 3
c : -358.0000, 5 -> 4
d : -409.0000, 5 -> 6
a : -217.0000, 6 -> 0
b : -726.0000, 6 -> 3
c : -309.0000, 6 -> 5
d : -676.0000, 6 -> 2
a : 601.0000, 7 -> 5
b : -824.0000, 7 -> 3
c : 897.0000, 7 -> 7
d : -393.0000, 7 -> 4
d : 557.0000, 0 -> 0
c : 291.0000, 0 -> 2
a : 787.0000, 1 -> 0
d : 703.0000, 1 -> 4
b : 377.0000, 2 -> 5
a : 969.0000, 2 -> 2
a : 474.0000, 3 -> 1
d : 101.0000, 3 -> 1
c : -268.0000, 4 -> 1
d : 649.0000, 4 -> 1
d : -523.0000, 5 -> 0
a : -38.0000, 5 -> 6
a : -640.0000, 6 -> 4
b : -391.0000, 6 -> 0
b : -361.0000, 7 -> 6
d : -943.0000, 7 -> 5
