a : 263.0000, 0 -> 3
b : -201.0000, 0 -> 3
c : 743.0000, 0 -> 2
d : 341.0000, 0 -> 1
a : -210.0000, 1 -> 3
b : -433.0000, 1 -> 0
c : 775.0000, 1 -> 1
d : 31.0000, 1 -> 1
a : -153.0000, 2 -> 0
b : 518.0000, 2 -> 0
c : 807.0000, 2 -> 0
d : -900.0000, 2 -> 0
a : 671.0000, 3 -> 3
b : 479.0000, 3 -> 0
c : 831.0000, 3 -> 2
d : -28.0000, 3 -> 3
b : 607.0000, 0 -> 3
d : 920.0000, 0 -> 0
a : 984.0000, 1 -> 3
a : 214.0000, 1 -> 2
b : 549.0000, 2 -> 1
c : -347.0000, 2 -> 1
d : 314.0000, 3 -> 0
d : 611.0000, 3 -> 3
