a : 573.0000, 0 -> 2
b : -803.0000, 0 -> 4
c : -129.0000, 0 -> 4
d : -27.0000, 0 -> 5
a : 419.0000, 1 -> 6
b : 100.0000, 1 -> 1
c : 410.0000, 1 -> 3
d : -272.0000, 1 -> 5
a : -128.0000, 2 -> 1
b : 958.0000, 2 -> 3
c : 166.0000, 2 -> 6
d : 950.0000, 2 -> 4
a : -157.0000, 3 -> 6
b : 614.0000, 3 -> 6
c : -409.0000, 3 -> 7
d : 162.0000, 3 -> 0
a : -593.0000, 4 -> 6
b : -983.0000, 4 -> 2
c : 96.0000, 4 -> 0
d : 829.0000, 4 -> 4
a : -996.0000, 5 -> 3
b : -825.0000, 5 -> 7
c : 106.0000, 5 -> 6
d : -132.0000, 5 -> 6
a : 822.0000, 6 -> 3
b : -976.0000, 6 -> 4
c : -146.0000, 6 -> 3
d : -770.0000, 6 -> 1
a : 426.0000, 7 -> 7
b : 293.0000, 7 -> 0
c : -158.0000, 7 -> 6
d : -867.0000, 7 -> 2
a : -382.0000, 0 -> 4
b : 434.0000, 0 -> 3
a : -429.0000, 1 -> 4
a : -528.0000, 1 -> 2
a : 666.0000, 2 -> 7
d : -360.0000, 2 -> 3
d : -419.0000, 3 -> 3
d : 667.0000, 3 -> 1
c : 445.0000, 4 -> 1
c : -464.0000, 4 -> 3
a : 231.0000, 5 -> 7
c : -113.0000, 5 -> 7
b : -908.0000, 6 -> 2
b : -571.0000, 6 -> 5
a : -410.0000, 7 -> 3
a : 887.0000, 7 -> 6
