a : 245.0000, 0 -> 0
b : 225.0000, 0 -> 2
c : 435.0000, 0 -> 3
d : 245.0000, 0 -> 3
a : -115.0000, 1 -> 2
b : -164.0000, 1 -> 3
c : 903.0000, 1 -> 3
d : 764.0000, 1 -> 0
a : -942.0000, 2 -> 1
b : 360.0000, 2 -> 1
c : -998.0000, 2 -> 1
d : -871.0000, 2 -> 3
a : 96.0000, 3 -> 1
b : 387.0000, 3 -> 3
c : -782.0000, 3 -> 3
d : 273.0000, 3 -> 0
d : 545.0000, 0 -> 1
b : -526.0000, 0 -> 3
a : -841.0000, 1 -> 0
b : 857.0000, 1 -> 3
d : -399.0000, 2 -> 2
d : 136.0000, 2 -> 2
d : 303.0000, 3 -> 3
c : 576.0000, 3 -> 0
