a : 834.0000, 0 -> 7
b : -997.0000, 0 -> 5
c : -530.0000, 0 -> 2
d : -711.0000, 0 -> 6
a : -505.0000, 1 -> 3
b : -145.0000, 1 -> 6
c : -677.0000, 1 -> 2
d : -572.0000, 1 -> 1
a : -529.0000, 2 -> 4
b : -375.0000, 2 -> 4
c : -678.0000, 2 -> 2
d : -627.0000, 2 -> 0
a : 593.0000, 3 -> 7
b : -551.0000, 3 -> 6
c : -769.0000, 3 -> 4
d : 56.0000, 3 -> 6
a : 631.0000, 4 -> 1
b : 15.0000, 4 -> 2
c : 198.0000, 4 -> 5
d : -873.0000, 4 -> 3
a : -689.0000, 5 -> 6
b : -781.0000, 5 -> 6
c : 228.0000, 5 -> 6
d : 281.0000, 5 -> 0
a : 47.0000, 6 -> 5
b : 762.0000, 6 -> 5
c : -829.0000, 6 -> 1
d : -189.0000, 6 -> 5
a : 758.0000, 7 -> 6
b : -327.0000, 7 -> 0
c : -401.0000, 7 -> 6
d : 486.0000, 7 -> 1
d : 801.0000, 0 -> 3
d : 524.0000, 0 -> 5
d : 905.0000, 1 -> 4
a : 580.0000, 1 -> 1
a : -564.0000, 2 -> 6
b : -687.0000, 2 -> 6
d : 947.0000, 3 -> 1
d : 11.0000, 3 -> 3
b : -397.0000, 4 -> 1
c : 496.0000, 4 -> 1
a : -107.0000, 5 -> 3
c : -690.0000, 5 -> 3
a : -137.0000, 6 -> 6
c : 378.0000, 6 -> 3
d : -139.0000, 7 -> 6
a : -648.0000, 7 -> 1
