a : 168.0000, 0 -> 0
b : 437.0000, 0 -> 4
a : 109.0000, 1 -> 1
b : -503.0000, 1 -> 2
a : 321.0000, 2 -> 1
b : 65.0000, 2 -> 5
a : 379.0000, 3 -> 1
b : 427.0000, 3 -> 3
a : 174.0000, 4 -> 3
b : 977.0000, 4 -> 0
a : 908.0000, 5 -> 1
b : -793.0000, 5 -> 2
a : -358.0000, 6 -> 6
b : 787.0000, 6 -> 4
a : -326.0000, 7 -> 4
b : -199.0000, 7 -> 1
b : 499.0000, 0 -> 6
a : -936.0000, 1 -> 1
b : 793.0000, 2 -> 0
b : 519.0000, 3 -> 4
b : -79.0000, 4 -> 3
b : 886.0000, 5 -> 2
b : 316.0000, 6 -> 5
b : 623.0000, 7 -> 1
b : -200.0000, 2 -> 7
