a : -832.0000, 0 -> 0
b : -833.0000, 0 -> 1
c : 585.0000, 0 -> 2
d : 931.0000, 0 -> 2
a : 937.0000, 1 -> 1
b : 888.0000, 1 -> 3
c : -278.0000, 1 -> 4
d : 634.0000, 1 -> 5
a : 335.0000, 2 -> 4
b : 575.0000, 2 -> 0
c : -930.0000, 2 -> 7
d : 969.0000, 2 -> 1
a : 621.0000, 3 -> 7
b : 546.0000, 3 -> 3
c : -952.0000, 3 -> 5
d : -612.0000, 3 -> 2
a : 738.0000, 4 -> 0
b : -104.0000, 4 -> 3
c : -219.0000, 4 -> 1
d : 532.0000, 4 -> 4
a : -423.0000, 5 -> 5
b : 789.0000, 5 -> 1
c : 104.0000, 5 -> 1
d : -526.0000, 5 -> 1
a : -818.0000, 6 -> 2
b : -72.0000, 6 -> 1
c : -348.0000, 6 -> 2
d : 280.0000, 6 -> 7
a : -434.0000, 7 -> 3
b : -76.0000, 7 -> 6
c : 580.0000, 7 -> 2
d : 998.0000, 7 -> 7
a : 730.0000, 0 -> 0
c : 495.0000, 0 -> 2
d : -452.0000, 1 -> 5
b : -451.0000, 1 -> 4
a : -491.0000, 2 -> 1
c : 615.0000, 2 -> 2
a : -556.0000, 3 -> 4
a : -735.0000, 3 -> 0
b : 216.0000, 4 -> 2
b : 777.0000, 4 -> 4
c : -408.0000, 5 -> 6
a : 2.0000, 5 -> 6
c : -848.0000, 6 -> 7
d : 770.0000, 6 -> 1
b : 253.0000, 7 -> 1
d : -92.0000, 7 -> 4
