a : -891.0000, 0 -> 0
b : 183.0000, 0 -> 0
a : -452.0000, 1 -> 3
b : -220.0000, 1 -> 6
a : -690.0000, 2 -> 4
b : 686.0000, 2 -> 0
a : -353.0000, 3 -> 4
b : 980.0000, 3 -> 7
a : 346.0000, 4 -> 6
b : 522.0000, 4 -> 1
a : -391.0000, 5 -> 3
b : -521.0000, 5 -> 2
a : 405.0000, 6 -> 5
b : 786.0000, 6 -> 1
a : -862.0000, 7 -> 5
b : -106.0000, 7 -> 1
b : -678.0000, 0 -> 7
b : -663.0000, 1 -> 7
a : 326.0000, 2 -> 3
a : -863.0000, 3 -> 3
b : 660.0000, 4 -> 5
b : 91.0000, 5 -> 6
b : -800.0000, 6 -> 7
a : -486.0000, 7 -> 0
