a : 42.0000, 0 -> 3
b : -258.0000, 0 -> 3
c : 627.0000, 0 -> 2
d : 321.0000, 0 -> 3
a : -880.0000, 1 -> 3
b : 88.0000, 1 -> 1
c : 47.0000, 1 -> 2
d : 21.0000, 1 -> 3
a : 681.0000, 2 -> 1
b : -816.0000, 2 -> 0
c : 491.0000, 2 -> 2
d : -236.0000, 2 -> 0
a : 704.0000, 3 -> 0
b : -760.0000, 3 -> 0
c : -306.0000, 3 -> 0
d : 596.0000, 3 -> 1
c : 330.0000, 0 -> 1
c : -889.0000, 0 -> 0
b : 36.0000, 1 -> 0
a : 511.0000, 1 -> 3
c : 440.0000, 2 -> 0
d : -328.0000, 2 -> 3
c : 984.0000, 3 -> 1
a : -858.0000, 3 -> 2
