a : -881.0000, 0 -> 1
b : -438.0000, 0 -> 0
c : -641.0000, 0 -> 1
d : -418.0000, 0 -> 2
a : -594.0000, 1 -> 3
b : -469.0000, 1 -> 0
c : -226.0000, 1 -> 0
d : -389.0000, 1 -> 3
a : -790.0000, 2 -> 0
b : -643.0000, 2 -> 3
c : 66.0000, 2 -> 1
d : -31.0000, 2 -> 2
a : 421.0000, 3 -> 1
b : -930.0000, 3 -> 0
c : 56.0000, 3 -> 2
d : -689.0000, 3 -> 0
c : -285.0000, 0 -> 0
b : 152.0000, 0 -> 2
d : 505.0000, 1 -> 0
a : 834.0000, 1 -> 2
b : -882.0000, 2 -> 2
c : -120.0000, 2 -> 1
b : 825.0000, 3 -> 1
a : -34.0000, 3 -> 1
