a : -366.0000, 0 -> 6
b : 66.0000, 0 -> 4
c : -153.0000, 0 -> 2
d : 447.0000, 0 -> 6
a : 578.0000, 1 -> 4
b : -379.0000, 1 -> 3
c : 272.0000, 1 -> 1
d : 489.0000, 1 -> 2
a : 165.0000, 2 -> 0
b : -296.0000, 2 -> 4
c : 51.0000, 2 -> 3
d : -441.0000, 2 -> 7
a : 382.0000, 3 -> 4
b : 696.0000, 3 -> 1
c : 327.0000, 3 -> 6
d : -178.0000, 3 -> 6
a : -465.0000, 4 -> 3
b : -729.0000, 4 -> 3
c : 260.0000, 4 -> 7
d : -432.0000, 4 -> 6
a : -430.0000, 5 -> 2
b : 242.0000, 5 -> 3
c : 789.0000, 5 -> 7
d : 517.0000, 5 -> 5
a : 903.0000, 6 -> 0
b : 317.0000, 6 -> 7
c : 882.0000, 6 -> 1
d : -269.0000, 6 -> 3
a : -302.0000, 7 -> 1
b : -18.0000, 7 -> 5
c : 585.0000, 7 -> 0
d : 368.0000, 7 -> 4
a : 221.0000, 0 -> 4
d : -210.0000, 0 -> 5
d : -540.0000, 1 -> 4
c : -645.0000, 1 -> 7
b : -796.0000, 2 -> 5
c : -779.0000, 2 -> 2
b : -940.0000, 3 -> 5
d : 117.0000, 3 -> 2
c : -908.0000, 4 -> 4
c : 878.0000, 4 -> 3
b : 842.0000, 5 -> 3
b : 252.0000, 5 -> 0
a : 408.0000, 6 -> 0
a : -533.0000, 6 -> 0
c : -654.0000, 7 -> 0
a : -650.0000, 7 -> 0
