a : 660.0000, 0 -> 3
b : 975.0000, 0 -> 1
c : 94.0000, 0 -> 0
d : 197.0000, 0 -> 1
a : -689.0000, 1 -> 1
b : -41.0000, 1 -> 0
c : -280.0000, 1 -> 0
d : -297.0000, 1 -> 3
a : 350.0000, 2 -> 2
b : 290.0000, 2 -> 0
c : 474.0000, 2 -> 2
d : 308.0000, 2 -> 2
a : -625.0000, 3 -> 0
b : 571.0000, 3 -> 1
c : 615.0000, 3 -> 1
d : 849.0000, 3 -> 0
a : 762.0000, 0 -> 0
a : 280.0000, 0 -> 1
c : 102.0000, 1 -> 3
a : -386.0000, 1 -> 0
a : -339.0000, 2 -> 3
b : -433.0000, 2 -> 1
d : -753.0000, 3 -> 0
c : -417.0000, 3 -> 2
