a : -918.0000, 0 -> 5
b : 924.0000, 0 -> 6
c : 194.0000, 0 -> 7
d : -22.0000, 0 -> 2
a : 787.0000, 1 -> 1
b : 262.0000, 1 -> 4
c : -741.0000, 1 -> 4
d : -527.0000, 1 -> 4
a : -855.0000, 2 -> 0
b : -620.0000, 2 -> 6
c : 781.0000, 2 -> 7
d : 364.0000, 2 -> 6
a : -788.0000, 3 -> 7
b : -108.0000, 3 -> 1
c : 766.0000, 3 -> 7
d : -225.0000, 3 -> 7
a : 883.0000, 4 -> 1
b : -78.0000, 4 -> 7
c : -997.0000, 4 -> 7
d : 118.0000, 4 -> 5
a : 963.0000, 5 -> 3
b : 575.0000, 5 -> 5
c : 672.0000, 5 -> 0
d : -664.0000, 5 -> 7
a : -726.0000, 6 -> 0
b : -655.0000, 6 -> 5
c : 61.0000, 6 -> 6
d : -880.0000, 6 -> 1
a : -892.0000, 7 -> 5
b : -688.0000, 7 -> 2
c : -536.0000, 7 -> 2
d : 266.0000, 7 -> 5
c : -595.0000, 0 -> 2
c : -168.0000, 0 -> 2
c : -117.0000, 1 -> 3
b : 962.0000, 1 -> 7
b : 435.0000, 2 -> 3
b : -201.0000, 2 -> 4
d : 591.0000, 3 -> 3
a : 781.0000, 3 -> 3
d : 212.0000, 4 -> 5
b : 896.0000, 4 -> 6
a : 801.0000, 5 -> 6
b : 139.0000, 5 -> 7
c : 409.0000, 6 -> 2
b : -712.0000, 6 -> 6
c : 674.0000, 7 -> 1
d : -153.0000, 7 -> 7
