a : 880.0000, 0 -> 1
b : 778.0000, 0 -> 1
c : -486.0000, 0 -> 1
d : 643.0000, 0 -> 0
a : -301.0000, 1 -> 3
b : -294.0000, 1 -> 0
c : 671.0000, 1 -> 1
d : -204.0000, 1 -> 3
a : -107.0000, 2 -> 1
b : 313.0000, 2 -> 3
c : -473.0000, 2 -> 0
d : -159.0000, 2 -> 0
a : 323.0000, 3 -> 0
b : 696.0000, 3 -> 3
c : -420.0000, 3 -> 2
d : 391.0000, 3 -> 0
a : 131.0000, 0 -> 3
b : 844.0000, 0 -> 1
c : 668.0000, 1 -> 0
b : -797.0000, 1 -> 2
b : 165.0000, 2 -> 2
b : -620.0000, 2 -> 3
d : 649.0000, 3 -> 3
a : -646.0000, 3 -> 1
