a : 282.0000, 0 -> 0
b : -102.0000, 0 -> 2
a : -181.0000, 1 -> 6
b : -147.0000, 1 -> 6
a : 1000.0000, 2 -> 0
b : 152.0000, 2 -> 4
a : 986.0000, 3 -> 0
b : 281.0000, 3 -> 1
a : -576.0000, 4 -> 7
b : -411.0000, 4 -> 1
a : -941.0000, 5 -> 6
b : -159.0000, 5 -> 3
a : -325.0000, 6 -> 7
b : -648.0000, 6 -> 6
a : 349.0000, 7 -> 2
b : 776.0000, 7 -> 7
a : -268.0000, 0 -> 0
a : 95.0000, 1 -> 6
b : 805.0000, 2 -> 5
b : -405.0000, 3 -> 5
b : -799.0000, 4 -> 4
b : 387.0000, 5 -> 1
b : -244.0000, 6 -> 6
a : 691.0000, 7 -> 7
