a : 977.0000, 0 -> 2
b : 107.0000, 0 -> 0
c : -281.0000, 0 -> 2
d : 496.0000, 0 -> 4
a : 1.0000, 1 -> 7
b : 483.0000, 1 -> 6
c : -992.0000, 1 -> 3
d : 899.0000, 1 -> 7
a : 635.0000, 2 -> 5
b : 611.0000, 2 -> 5
c : -482.0000, 2 -> 6
d : 168.0000, 2 -> 2
a : -5.0000, 3 -> 4
b : 304.0000, 3 -> 0
c : 601.0000, 3 -> 4
d : 379.0000, 3 -> 0
a : 987.0000, 4 -> 3
b : 701.0000, 4 -> 2
c : 570.0000, 4 -> 0
d : 101.0000, 4 -> 5
a : 722.0000, 5 -> 3
b : -52.0000, 5 -> 6
c : -22.0000, 5 -> 7
d : 209.0000, 5 -> 5
a : 46.0000, 6 -> 2
b : -84.0000, 6 -> 6
c : 858.0000, 6 -> 1
d : -964.0000, 6 -> 3
a : 867.0000, 7 -> 2
b : 775.0000, 7 -> 5
c : 825.0000, 7 -> 2
d : 332.0000, 7 -> 1
a : -17.0000, 0 -> 0
c : 596.0000, 0 -> 0
b : -767.0000, 1 -> 6
d : 361.0000, 1 -> 3
a : -129.0000, 2 -> 4
b : 76.0000, 2 -> 6
b : 286.0000, 3 -> 1
a : -372.0000, 3 -> 4
b : -100.0000, 4 -> 1
b : 625.0000, 4 -> 6
d : -109.0000, 5 -> 7
a : 969.0000, 5 -> 7
a : -606.0000, 6 -> 2
b : 867.0000, 6 -> 1
d : -93.0000, 7 -> 7
c : 984.0000, 7 -> 2
