a : 687.0000, 0 -> 7
b : 699.0000, 0 -> 4
a : 652.0000, 1 -> 4
b : -556.0000, 1 -> 2
a : 263.0000, 2 -> 1
b : 700.0000, 2 -> 4
a : 908.0000, 3 -> 1
b : -788.0000, 3 -> 6
a : -241.0000, 4 -> 1
b : 31.0000, 4 -> 4
a : 624.0000, 5 -> 2
b : 201.0000, 5 -> 0
a : -915.0000, 6 -> 0
b : 401.0000, 6 -> 4
a : 642.0000, 7 -> 2
b : 163.0000, 7 -> 2
a : 246.0000, 0 -> 7
b : -780.0000, 1 -> 5
b : -827.0000, 2 -> 6
b : 40.0000, 3 -> 3
b : -446.0000, 4 -> 0
b : 195.0000, 5 -> 1
a : 612.0000, 6 -> 1
a : 845.0000, 7 -> 2
b : -820.0000, 2 -> 3
