a : -42.0000, 0 -> 3
b : 260.0000, 0 -> 0
c : 562.0000, 0 -> 1
d : -534.0000, 0 -> 2
a : -714.0000, 1 -> 0
b : 593.0000, 1 -> 3
c : 772.0000, 1 -> 1
d : -909.0000, 1 -> 0
a : 218.0000, 2 -> 0
b : -704.0000, 2 -> 2
c : 417.0000, 2 -> 1
d : 469.0000, 2 -> 2
a : 347.0000, 3 -> 3
b : 721.0000, 3 -> 0
c : -61.0000, 3 -> 3
d : 153.0000, 3 -> 2
a : -713.0000, 0 -> 1
a : 848.0000, 0 -> 0
d : -846.0000, 1 -> 2
b : -71.0000, 1 -> 2
c : 292.0000, 2 -> 3
c : -517.0000, 2 -> 3
c : 603.0000, 3 -> 2
c : 291.0000, 3 -> 0
