a : 113.0000, 0 -> 2
b : 910.0000, 0 -> 4
c : 702.0000, 0 -> 2
d : 636.0000, 0 -> 0
a : 598.0000, 1 -> 0
b : 396.0000, 1 -> 0
c : -928.0000, 1 -> 3
d : 930.0000, 1 -> 0
a : 939.0000, 2 -> 5
b : -137.0000, 2 -> 3
c : 996.0000, 2 -> 1
d : -694.0000, 2 -> 3
a : 114.0000, 3 -> 0
b : 843.0000, 3 -> 2
c : -495.0000, 3 -> 2
d : 5.0000, 3 -> 7
a : -670.0000, 4 -> 3
b : 128.0000, 4 -> 3
c : -156.0000, 4 -> 5
d : -604.0000, 4 -> 3
a : 887.0000, 5 -> 1
b : 10.0000, 5 -> 2
c : 259.0000, 5 -> 7
d : 469.0000, 5 -> 4
a : 932.0000, 6 -> 0
b : -105.0000, 6 -> 6
c : 335.0000, 6 -> 4
d : -710.0000, 6 -> 3
a : 168.0000, 7 -> 3
b : -778.0000, 7 -> 3
c : 577.0000, 7 -> 5
d : 298.0000, 7 -> 2
b : 957.0000, 0 -> 6
c : -645.0000, 0 -> 2
a : 865.0000, 1 -> 6
a : -803.0000, 1 -> 6
c : -972.0000, 2 -> 5
d : 798.0000, 2 -> 1
a : 577.0000, 3 -> 3
c : -488.0000, 3 -> 6
b : -695.0000, 4 -> 4
b : 298.0000, 4 -> 6
b : -556.0000, 5 -> 3
b : 85.0000, 5 -> 0
d : -984.0000, 6 -> 2
b : -502.0000, 6 -> 1
b : 904.0000, 7 -> 2
b : -161.0000, 7 -> 2
