a : 700.0000, 0 -> 3
b : -552.0000, 0 -> 0
c : 258.0000, 0 -> 1
d : 209.0000, 0 -> 2
a : -52.0000, 1 -> 1
b : 155.0000, 1 -> 3
c : -158.0000, 1 -> 2
d : 742.0000, 1 -> 1
a : -795.0000, 2 -> 0
b : 815.0000, 2 -> 3
c : -293.0000, 2 -> 0
d : -415.0000, 2 -> 0
a : -412.0000, 3 -> 1
b : 616.0000, 3 -> 2
c : 750.0000, 3 -> 3
d : 238.0000, 3 -> 2
b : -226.0000, 0 -> 0
b : 429.0000, 0 -> 3
c : -907.0000, 1 -> 2
b : 76.0000, 1 -> 0
c : -65.0000, 2 -> 1
b : 751.0000, 2 -> 1
c : -404.0000, 3 -> 0
a : 954.0000, 3 -> 1
