a : 375.0000, 0 -> 1
b : 143.0000, 0 -> 2
c : -110.0000, 0 -> 0
d : -346.0000, 0 -> 1
a : -922.0000, 1 -> 0
b : -647.0000, 1 -> 1
c : 220.0000, 1 -> 1
d : -804.0000, 1 -> 0
a : -370.0000, 2 -> 2
b : -569.0000, 2 -> 1
c : 826.0000, 2 -> 0
d : -523.0000, 2 -> 2
a : -251.0000, 3 -> 3
b : 72.0000, 3 -> 0
c : -170.0000, 3 -> 3
d : 320.0000, 3 -> 2
b : -584.0000, 0 -> 2
b : -260.0000, 0 -> 1
d : -4.0000, 1 -> 1
a : -109.0000, 1 -> 0
c : -461.0000, 2 -> 3
b : -654.0000, 2 -> 3
d : -353.0000, 3 -> 2
d : -245.0000, 3 -> 3
