a : -39.0000, 0 -> 4
b : -587.0000, 0 -> 1
a : 16.0000, 1 -> 0
b : -593.0000, 1 -> 0
a : -510.0000, 2 -> 3
b : 869.0000, 2 -> 0
a : 916.0000, 3 -> 2
b : -511.0000, 3 -> 2
a : -889.0000, 4 -> 0
b : -782.0000, 4 -> 1
a : -178.0000, 5 -> 6
b : -522.0000, 5 -> 4
a : 731.0000, 6 -> 1
b : -518.0000, 6 -> 0
a : -741.0000, 7 -> 6
b : 82.0000, 7 -> 3
b : -220.0000, 0 -> 3
b : -714.0000, 1 -> 5
a : 479.0000, 2 -> 6
a : 71.0000, 3 -> 7
b : -149.0000, 4 -> 2
a : 974.0000, 5 -> 2
a : 816.0000, 6 -> 5
a : 157.0000, 7 -> 4
