a : 918.0000, 0 -> 3
b : -399.0000, 0 -> 0
c : 174.0000, 0 -> 2
d : -48.0000, 0 -> 3
a : -21.0000, 1 -> 3
b : -561.0000, 1 -> 0
c : -99.0000, 1 -> 1
d : 480.0000, 1 -> 2
a : -197.0000, 2 -> 3
b : -261.0000, 2 -> 0
c : 531.0000, 2 -> 2
d : 421.0000, 2 -> 2
a : 965.0000, 3 -> 0
b : 394.0000, 3 -> 1
c : 148.0000, 3 -> 1
d : 109.0000, 3 -> 1
d : 962.0000, 0 -> 2
d : 102.0000, 0 -> 3
d : -404.0000, 1 -> 1
a : 43.0000, 1 -> 1
d : -818.0000, 2 -> 2
c : 493.0000, 2 -> 3
b : -974.0000, 3 -> 1
a : 507.0000, 3 -> 2
