a : 136.0000, 0 -> 5
b : -43.0000, 0 -> 2
a : -765.0000, 1 -> 0
b : -607.0000, 1 -> 2
a : -249.0000, 2 -> 4
b : -180.0000, 2 -> 7
a : -183.0000, 3 -> 6
b : -328.0000, 3 -> 2
a : -696.0000, 4 -> 3
b : 856.0000, 4 -> 2
a : -181.0000, 5 -> 3
b : -729.0000, 5 -> 1
a : 310.0000, 6 -> 0
b : -113.0000, 6 -> 3
a : -747.0000, 7 -> 1
b : -869.0000, 7 -> 3
b : 329.0000, 0 -> 7
a : -947.0000, 1 -> 6
b : -930.0000, 2 -> 0
b : -325.0000, 3 -> 0
a : -197.0000, 4 -> 1
a : -183.0000, 5 -> 0
b : -354.0000, 6 -> 2
b : 412.0000, 7 -> 1
