a : -25.0000, 0 -> 6
b : -307.0000, 0 -> 5
a : 459.0000, 1 -> 1
b : 66.0000, 1 -> 4
a : -965.0000, 2 -> 4
b : -538.0000, 2 -> 2
a : 407.0000, 3 -> 5
b : -455.0000, 3 -> 4
a : 621.0000, 4 -> 5
b : 558.0000, 4 -> 1
a : 546.0000, 5 -> 0
b : -251.0000, 5 -> 5
a : 150.0000, 6 -> 5
b : 101.0000, 6 -> 2
a : 950.0000, 7 -> 3
b : -511.0000, 7 -> 5
b : 734.0000, 0 -> 2
b : -218.0000, 1 -> 0
b : -426.0000, 2 -> 7
a : 37.0000, 3 -> 4
b : -505.0000, 4 -> 4
a : -585.0000, 5 -> 7
b : 161.0000, 6 -> 2
b : -354.0000, 7 -> 4
