a : -192.0000, 0 -> 5
b : 508.0000, 0 -> 0
c : 33.0000, 0 -> 6
d : -232.0000, 0 -> 1
a : 899.0000, 1 -> 3
b : -304.0000, 1 -> 3
c : -666.0000, 1 -> 7
d : -526.0000, 1 -> 1
a : -940.0000, 2 -> 1
b : -954.0000, 2 -> 0
c : 187.0000, 2 -> 4
d : -632.0000, 2 -> 4
a : -799.0000, 3 -> 0
b : 560.0000, 3 -> 3
c : -602.0000, 3 -> 1
d : 119.0000, 3 -> 3
a : -178.0000, 4 -> 7
b : -199.0000, 4 -> 5
c : 490.0000, 4 -> 6
d : 616.0000, 4 -> 5
a : -31.0000, 5 -> 4
b : 577.0000, 5 -> 3
c : 52.0000, 5 -> 1
d : 530.0000, 5 -> 5
a : -458.0000, 6 -> 2
b : 942.0000, 6 -> 2
c : 478.0000, 6 -> 6
d : 674.0000, 6 -> 6
a : -260.0000, 7 -> 2
b : -661.0000, 7 -> 3
c : -598.0000, 7 -> 1
d : -770.0000, 7 -> 4
c : 906.0000, 0 -> 3
a : 994.0000, 0 -> 3
d : 76.0000, 1 -> 5
c : 278.0000, 1 -> 6
b : -711.0000, 2 -> 3
a : -593.0000, 2 -> 7
a : 756.0000, 3 -> 0
a : 19.0000, 3 -> 6
d : -717.0000, 4 -> 7
d : 786.0000, 4 -> 3
b : -66.0000, 5 -> 5
c : 831.0000, 5 -> 7
b : 286.0000, 6 -> 6
a : 321.0000, 6 -> 0
c : -122.0000, 7 -> 1
b : -776.0000, 7 -> 2
