a : 300.0000, 0 -> 7
b : -30.0000, 0 -> 2
a : -594.0000, 1 -> 0
b : -347.0000, 1 -> 0
a : -552.0000, 2 -> 5
b : -599.0000, 2 -> 7
a : -185.0000, 3 -> 6
b : -7.0000, 3 -> 0
a : -17.0000, 4 -> 7
b : -861.0000, 4 -> 3
a : 772.0000, 5 -> 2
b : -437.0000, 5 -> 0
a : 63.0000, 6 -> 1
b : -223.0000, 6 -> 0
a : -220.0000, 7 -> 3
b : 186.0000, 7 -> 5
b : 602.0000, 0 -> 2
b : -745.0000, 1 -> 4
a : 683.0000, 2 -> 7
b : 418.0000, 3 -> 6
b : 451.0000, 4 -> 4
a : 780.0000, 5 -> 3
b : -272.0000, 6 -> 4
a : 197.0000, 7 -> 4
