a : -785.0000, 0 -> 6
b : -827.0000, 0 -> 1
a : -8.0000, 1 -> 3
b : -730.0000, 1 -> 3
a : 528.0000, 2 -> 3
b : -128.0000, 2 -> 0
a : 561.0000, 3 -> 3
b : 180.0000, 3 -> 0
a : 750.0000, 4 -> 5
b : 343.0000, 4 -> 4
a : -950.0000, 5 -> 5
b : 146.0000, 5 -> 0
a : -483.0000, 6 -> 3
b : -295.0000, 6 -> 7
a : -654.0000, 7 -> 0
b : -490.0000, 7 -> 3
b : 203.0000, 0 -> 4
a : -52.0000, 1 -> 5
b : 680.0000, 2 -> 2
b : 846.0000, 3 -> 1
b : 978.0000, 4 -> 0
a : -406.0000, 5 -> 4
a : -989.0000, 6 -> 2
b : 728.0000, 7 -> 3
