a : 228.0000, 0 -> 3
b : -331.0000, 0 -> 2
c : -41.0000, 0 -> 1
d : -35.0000, 0 -> 1
a : 481.0000, 1 -> 3
b : -779.0000, 1 -> 2
c : -560.0000, 1 -> 1
d : 670.0000, 1 -> 2
a : 128.0000, 2 -> 2
b : 969.0000, 2 -> 0
c : -194.0000, 2 -> 0
d : 569.0000, 2 -> 3
a : 409.0000, 3 -> 0
b : 862.0000, 3 -> 0
c : -284.0000, 3 -> 0
d : -753.0000, 3 -> 3
a : 954.0000, 0 -> 1
b : 299.0000, 0 -> 1
d : -21.0000, 1 -> 1
a : 3.0000, 1 -> 2
c : 753.0000, 2 -> 2
d : -626.0000, 2 -> 3
d : 58.0000, 3 -> 1
b : -17.0000, 3 -> 2
