a : -903.0000, 0 -> 0
b : -943.0000, 0 -> 1
c : 612.0000, 0 -> 0
d : 788.0000, 0 -> 0
a : -777.0000, 1 -> 1
b : 62.0000, 1 -> 0
c : 912.0000, 1 -> 3
d : -479.0000, 1 -> 3
a : 7.0000, 2 -> 0
b : -27.0000, 2 -> 0
c : -699.0000, 2 -> 2
d : -608.0000, 2 -> 1
a : 434.0000, 3 -> 2
b : -724.0000, 3 -> 1
c : 296.0000, 3 -> 3
d : 362.0000, 3 -> 2
b : 195.0000, 0 -> 1
a : 351.0000, 0 -> 1
b : -544.0000, 1 -> 0
a : 527.0000, 1 -> 2
c : -51.0000, 2 -> 3
a : -671.0000, 2 -> 1
a : 626.0000, 3 -> 3
b : 363.0000, 3 -> 1
