a : -515.0000, 0 -> 3
b : -632.0000, 0 -> 1
c : -336.0000, 0 -> 3
d : 942.0000, 0 -> 3
a : -325.0000, 1 -> 1
b : -553.0000, 1 -> 0
c : 929.0000, 1 -> 1
d : 733.0000, 1 -> 2
a : -46.0000, 2 -> 3
b : 287.0000, 2 -> 3
c : 798.0000, 2 -> 0
d : 854.0000, 2 -> 2
a : 885.0000, 3 -> 0
b : 123.0000, 3 -> 0
c : 53.0000, 3 -> 2
d : -295.0000, 3 -> 3
c : -260.0000, 0 -> 2
a : 901.0000, 0 -> 1
a : -387.0000, 1 -> 2
a : -947.0000, 1 -> 0
b : 548.0000, 2 -> 2
d : 594.0000, 2 -> 1
b : -10.0000, 3 -> 1
a : -246.0000, 3 -> 2
