a : -638.0000, 0 -> 3
b : 815.0000, 0 -> 3
c : 283.0000, 0 -> 2
d : 447.0000, 0 -> 2
a : 543.0000, 1 -> 3
b : 470.0000, 1 -> 3
c : 985.0000, 1 -> 2
d : 697.0000, 1 -> 3
a : -395.0000, 2 -> 1
b : -646.0000, 2 -> 2
c : -555.0000, 2 -> 2
d : -840.0000, 2 -> 3
a : 352.0000, 3 -> 1
b : -257.0000, 3 -> 2
c : 361.0000, 3 -> 2
d : 395.0000, 3 -> 0
c : 504.0000, 0 -> 1
a : -931.0000, 0 -> 3
d : 934.0000, 1 -> 2
a : -472.0000, 1 -> 2
c : -817.0000, 2 -> 1
c : -831.0000, 2 -> 0
a : -332.0000, 3 -> 3
b : -873.0000, 3 -> 1
