a : -579.0000, 0 -> 6
b : -455.0000, 0 -> 3
c : 256.0000, 0 -> 5
d : -499.0000, 0 -> 0
a : 117.0000, 1 -> 5
b : -689.0000, 1 -> 7
c : -1.0000, 1 -> 6
d : 816.0000, 1 -> 5
a : 704.0000, 2 -> 0
b : 242.0000, 2 -> 6
c : -196.0000, 2 -> 3
d : -73.0000, 2 -> 2
a : 332.0000, 3 -> 0
b : -518.0000, 3 -> 3
c : -876.0000, 3 -> 3
d : -829.0000, 3 -> 4
a : -418.0000, 4 -> 4
b : 408.0000, 4 -> 2
c : 308.0000, 4 -> 7
d : -466.0000, 4 -> 3
a : 773.0000, 5 -> 4
b : 847.0000, 5 -> 3
c : 978.0000, 5 -> 5
d : 797.0000, 5 -> 3
a : -206.0000, 6 -> 7
b : -994.0000, 6 -> 7
c : 791.0000, 6 -> 4
d : 291.0000, 6 -> 6
a : -303.0000, 7 -> 5
b : 519.0000, 7 -> 6
c : 656.0000, 7 -> 1
d : -818.0000, 7 -> 3
a : -592.0000, 0 -> 7
b : 551.0000, 0 -> 3
c : 940.0000, 1 -> 6
a : -147.0000, 1 -> 0
b : -711.0000, 2 -> 1
c : -478.0000, 2 -> 7
b : 200.0000, 3 -> 0
a : -384.0000, 3 -> 5
a : 503.0000, 4 -> 0
a : 478.0000, 4 -> 0
c : -51.0000, 5 -> 7
c : -268.0000, 5 -> 6
c : 315.0000, 6 -> 1
a : 602.0000, 6 -> 2
c : 833.0000, 7 -> 2
c : -548.0000, 7 -> 6
