a : -790.0000, 0 -> 3
b : 714.0000, 0 -> 0
a : -819.0000, 1 -> 4
b : -777.0000, 1 -> 5
a : 704.0000, 2 -> 4
b : 410.0000, 2 -> 2
a : -979.0000, 3 -> 5
b : -992.0000, 3 -> 5
a : 502.0000, 4 -> 2
b : 861.0000, 4 -> 5
a : -329.0000, 5 -> 6
b : 879.0000, 5 -> 7
a : 752.0000, 6 -> 4
b : -42.0000, 6 -> 2
a : -649.0000, 7 -> 7
b : -662.0000, 7 -> 3
b : -585.0000, 0 -> 0
a : -412.0000, 1 -> 5
b : 278.0000, 2 -> 4
b : 886.0000, 3 -> 3
a : -895.0000, 4 -> 6
b : -188.0000, 5 -> 1
a : 152.0000, 6 -> 0
b : 486.0000, 7 -> 6
