a : -923.0000, 0 -> 7
b : 695.0000, 0 -> 4
c : 746.0000, 0 -> 2
d : -503.0000, 0 -> 7
a : 872.0000, 1 -> 1
b : 777.0000, 1 -> 1
c : 700.0000, 1 -> 5
d : 111.0000, 1 -> 2
a : -265.0000, 2 -> 0
b : 878.0000, 2 -> 6
c : -638.0000, 2 -> 4
d : 432.0000, 2 -> 0
a : 821.0000, 3 -> 1
b : 177.0000, 3 -> 2
c : 881.0000, 3 -> 2
d : -299.0000, 3 -> 6
a : 153.0000, 4 -> 5
b : -573.0000, 4 -> 2
c : 787.0000, 4 -> 0
d : 322.0000, 4 -> 3
a : -115.0000, 5 -> 0
b : 876.0000, 5 -> 6
c : 115.0000, 5 -> 1
d : 425.0000, 5 -> 4
a : 271.0000, 6 -> 7
b : 309.0000, 6 -> 7
c : 222.0000, 6 -> 3
d : -706.0000, 6 -> 4
a : -47.0000, 7 -> 4
b : -365.0000, 7 -> 6
c : 931.0000, 7 -> 0
d : 313.0000, 7 -> 6
c : -707.0000, 0 -> 5
a : 148.0000, 0 -> 4
d : 450.0000, 1 -> 4
a : 767.0000, 1 -> 2
b : 554.0000, 2 -> 4
d : 359.0000, 2 -> 5
c : -39.0000, 3 -> 5
a : 873.0000, 3 -> 2
c : 257.0000, 4 -> 6
c : 418.0000, 4 -> 2
d : 425.0000, 5 -> 7
c : -263.0000, 5 -> 3
b : -706.0000, 6 -> 7
a : 682.0000, 6 -> 3
b : 384.0000, 7 -> 3
c : -694.0000, 7 -> 4
