a : -419.0000, 0 -> 3
b : -506.0000, 0 -> 5
a : -874.0000, 1 -> 4
b : 73.0000, 1 -> 2
a : 764.0000, 2 -> 6
b : 966.0000, 2 -> 1
a : 725.0000, 3 -> 6
b : -223.0000, 3 -> 5
a : -444.0000, 4 -> 6
b : 131.0000, 4 -> 5
a : -229.0000, 5 -> 7
b : 980.0000, 5 -> 6
a : 133.0000, 6 -> 3
b : -918.0000, 6 -> 3
a : 370.0000, 7 -> 7
b : 702.0000, 7 -> 0
a : -14.0000, 0 -> 5
a : 185.0000, 1 -> 3
b : 802.0000, 2 -> 4
b : -984.0000, 3 -> 6
a : 793.0000, 4 -> 3
b : -205.0000, 5 -> 3
a : -570.0000, 6 -> 7
a : 34.0000, 7 -> 6
a : 939.0000, 6 -> 2
