a : 671.0000, 0 -> 1
b : 753.0000, 0 -> 1
a : -778.0000, 1 -> 0
b : -501.0000, 1 -> 5
a : 643.0000, 2 -> 2
b : 436.0000, 2 -> 6
a : 606.0000, 3 -> 4
b : 856.0000, 3 -> 0
a : 451.0000, 4 -> 7
b : -886.0000, 4 -> 3
a : 149.0000, 5 -> 2
b : -63.0000, 5 -> 1
a : -894.0000, 6 -> 0
b : 376.0000, 6 -> 1
a : -807.0000, 7 -> 3
b : 10.0000, 7 -> 1
b : 533.0000, 0 -> 5
a : 833.0000, 1 -> 6
a : 9.0000, 2 -> 2
b : -409.0000, 3 -> 1
b : -355.0000, 4 -> 1
a : -873.0000, 5 -> 6
a : -299.0000, 6 -> 1
b : -3.0000, 7 -> 2
a : 862.0000, 1 -> 3
