a : 292.0000, 0 -> 0
b : 926.0000, 0 -> 0
c : 983.0000, 0 -> 0
d : 168.0000, 0 -> 2
a : 887.0000, 1 -> 3
b : -196.0000, 1 -> 2
c : 574.0000, 1 -> 1
d : 23.0000, 1 -> 3
a : -634.0000, 2 -> 2
b : -707.0000, 2 -> 0
c : -98.0000, 2 -> 2
d : -792.0000, 2 -> 2
a : 686.0000, 3 -> 1
b : -524.0000, 3 -> 1
c : -795.0000, 3 -> 1
d : -667.0000, 3 -> 0
a : 879.0000, 0 -> 0
d : -495.0000, 0 -> 3
b : 429.0000, 1 -> 3
b : 456.0000, 1 -> 0
b : -682.0000, 2 -> 0
b : -875.0000, 2 -> 1
d : -42.0000, 3 -> 2
c : 802.0000, 3 -> 0
