a : -62.0000, 0 -> 1
b : -597.0000, 0 -> 4
c : 169.0000, 0 -> 7
d : -210.0000, 0 -> 3
a : -823.0000, 1 -> 1
b : 262.0000, 1 -> 1
c : -360.0000, 1 -> 4
d : 34.0000, 1 -> 4
a : -264.0000, 2 -> 1
b : 873.0000, 2 -> 5
c : -211.0000, 2 -> 7
d : 499.0000, 2 -> 5
a : 272.0000, 3 -> 6
b : -56.0000, 3 -> 7
c : 833.0000, 3 -> 0
d : 141.0000, 3 -> 4
a : 386.0000, 4 -> 4
b : -708.0000, 4 -> 2
c : 457.0000, 4 -> 1
d : 423.0000, 4 -> 7
a : -608.0000, 5 -> 1
b : -958.0000, 5 -> 0
c : -319.0000, 5 -> 3
d : -756.0000, 5 -> 2
a : 158.0000, 6 -> 5
b : 351.0000, 6 -> 1
c : -293.0000, 6 -> 7
d : -392.0000, 6 -> 2
a : 717.0000, 7 -> 4
b : -794.0000, 7 -> 5
c : 338.0000, 7 -> 2
d : 109.0000, 7 -> 5
c : 689.0000, 0 -> 7
a : -133.0000, 0 -> 2
b : 129.0000, 1 -> 1
b : -936.0000, 1 -> 1
a : 751.0000, 2 -> 4
b : 169.0000, 2 -> 5
b : 1000.0000, 3 -> 3
c : -527.0000, 3 -> 7
d : 802.0000, 4 -> 3
b : -986.0000, 4 -> 2
a : 803.0000, 5 -> 3
d : 220.0000, 5 -> 5
a : -691.0000, 6 -> 2
d : 769.0000, 6 -> 6
a : 103.0000, 7 -> 1
d : -530.0000, 7 -> 7
