a : -748.0000, 0 -> 0
b : 130.0000, 0 -> 2
c : -3.0000, 0 -> 7
d : -185.0000, 0 -> 3
a : -988.0000, 1 -> 6
b : 506.0000, 1 -> 4
c : 811.0000, 1 -> 1
d : -247.0000, 1 -> 5
a : -386.0000, 2 -> 3
b : -423.0000, 2 -> 0
c : -396.0000, 2 -> 5
d : -273.0000, 2 -> 7
a : -116.0000, 3 -> 5
b : -789.0000, 3 -> 1
c : -396.0000, 3 -> 4
d : 454.0000, 3 -> 3
a : -503.0000, 4 -> 6
b : -465.0000, 4 -> 5
c : 688.0000, 4 -> 2
d : -872.0000, 4 -> 3
a : 462.0000, 5 -> 6
b : 290.0000, 5 -> 0
c : 130.0000, 5 -> 4
d : -194.0000, 5 -> 7
a : 133.0000, 6 -> 2
b : 354.0000, 6 -> 4
c : 118.0000, 6 -> 6
d : 612.0000, 6 -> 1
a : -589.0000, 7 -> 2
b : -746.0000, 7 -> 2
c : 17.0000, 7 -> 5
d : -965.0000, 7 -> 0
d : 361.0000, 0 -> 0
d : -715.0000, 0 -> 2
c : -378.0000, 1 -> 6
b : -22.0000, 1 -> 2
d : -810.0000, 2 -> 0
a : -99.0000, 2 -> 6
c : 729.0000, 3 -> 7
b : 455.0000, 3 -> 4
a : 97.0000, 4 -> 7
c : 704.0000, 4 -> 4
c : 290.0000, 5 -> 0
a : -916.0000, 5 -> 6
c : -66.0000, 6 -> 2
c : 361.0000, 6 -> 6
b : -617.0000, 7 -> 5
b : -185.0000, 7 -> 2
