a : 536.0000, 0 -> 5
b : -464.0000, 0 -> 3
c : -964.0000, 0 -> 4
d : -587.0000, 0 -> 5
a : 79.0000, 1 -> 0
b : 965.0000, 1 -> 2
c : -975.0000, 1 -> 6
d : 220.0000, 1 -> 6
a : -942.0000, 2 -> 0
b : -876.0000, 2 -> 3
c : -779.0000, 2 -> 5
d : 230.0000, 2 -> 1
a : -409.0000, 3 -> 1
b : -940.0000, 3 -> 3
c : -217.0000, 3 -> 2
d : 894.0000, 3 -> 5
a : 521.0000, 4 -> 7
b : -622.0000, 4 -> 3
c : -626.0000, 4 -> 2
d : 888.0000, 4 -> 6
a : -77.0000, 5 -> 0
b : -830.0000, 5 -> 2
c : 194.0000, 5 -> 3
d : 990.0000, 5 -> 5
a : 644.0000, 6 -> 7
b : -400.0000, 6 -> 6
c : 491.0000, 6 -> 5
d : 746.0000, 6 -> 4
a : 221.0000, 7 -> 6
b : -144.0000, 7 -> 2
c : 502.0000, 7 -> 1
d : -360.0000, 7 -> 1
d : -950.0000, 0 -> 2
a : -774.0000, 0 -> 7
d : -202.0000, 1 -> 2
b : 604.0000, 1 -> 3
d : 742.0000, 2 -> 4
b : -592.0000, 2 -> 1
c : 640.0000, 3 -> 1
c : 361.0000, 3 -> 7
a : -330.0000, 4 -> 1
c : 972.0000, 4 -> 6
a : -546.0000, 5 -> 0
a : -388.0000, 5 -> 5
a : -452.0000, 6 -> 1
a : -545.0000, 6 -> 1
d : 142.0000, 7 -> 7
d : 574.0000, 7 -> 1
