a : 662.0000, 0 -> 7
b : 372.0000, 0 -> 0
c : 302.0000, 0 -> 4
d : 875.0000, 0 -> 7
a : -640.0000, 1 -> 0
b : 656.0000, 1 -> 3
c : -38.0000, 1 -> 0
d : 970.0000, 1 -> 2
a : -428.0000, 2 -> 7
b : -199.0000, 2 -> 3
c : 965.0000, 2 -> 2
d : 919.0000, 2 -> 5
a : -756.0000, 3 -> 6
b : -46.0000, 3 -> 5
c : -571.0000, 3 -> 1
d : 937.0000, 3 -> 0
a : -976.0000, 4 -> 7
b : 11.0000, 4 -> 0
c : -929.0000, 4 -> 6
d : 78.0000, 4 -> 2
a : -818.0000, 5 -> 2
b : 765.0000, 5 -> 7
c : 23.0000, 5 -> 4
d : -255.0000, 5 -> 6
a : -69.0000, 6 -> 5
b : 795.0000, 6 -> 1
c : 686.0000, 6 -> 5
d : -379.0000, 6 -> 5
a : 421.0000, 7 -> 1
b : -105.0000, 7 -> 7
c : 971.0000, 7 -> 0
d : -838.0000, 7 -> 3
d : -733.0000, 0 -> 6
c : 90.0000, 0 -> 0
d : -328.0000, 1 -> 6
d : 244.0000, 1 -> 1
c : -728.0000, 2 -> 2
a : 12.0000, 2 -> 3
d : -38.0000, 3 -> 4
a : 227.0000, 3 -> 2
d : 171.0000, 4 -> 5
a : -619.0000, 4 -> 3
a : -606.0000, 5 -> 2
b : 769.0000, 5 -> 7
a : 493.0000, 6 -> 3
a : 86.0000, 6 -> 0
d : 453.0000, 7 -> 7
a : 599.0000, 7 -> 4
